ID,carat,cut,colour,clarity,depth,price,x,y,P,PC
50134,0.7,Good,F,VS2,63.5,2212,3160,34.83464567,Negative,Negative
50135,0.7,Very Good,G,VS1,62.9,2212,3160,35.16693164,Negative,Negative
50136,0.72,Premium,G,SI1,61.2,2212,3072.222222,36.14379085,SN,SN
50137,0.7,Very Good,H,SI1,62.1,2213,3161.428571,35.63607085,Negative,Negative
50138,0.7,Premium,F,SI2,61.8,2213,3161.428571,35.80906149,SN,SN
50139,0.59,Very Good,E,VVS2,59.8,2214,3752.542373,37.02341137,SN,SN
50140,0.71,Good,I,VS2,64.3,2214,3118.309859,34.43234837,SP,SP
50141,0.7,Very Good,H,SI1,62.8,2214,3162.857143,35.25477707,NR,NR
50142,0.61,Ideal,E,VS1,62.2,2214,3629.508197,35.59485531,NR,NR
50143,0.6,Premium,D,VS2,59.6,2214,3690,37.14765101,NR,NR
50144,0.75,Premium,E,SI2,61.9,2214,2952,35.76736672,Negative,Negative
50145,0.71,Ideal,G,SI1,62.5,2215,3119.71831,35.44,Positive,Positive
50146,0.71,Good,G,SI1,63.9,2215,3119.71831,34.66353678,Positve,Positve
50147,0.73,Ideal,I,SI1,62,2215,3034.246575,35.72580645,NR,NR
50148,0.64,Ideal,E,SI1,60.9,2215,3460.9375,36.37110016,NR,NR
50149,0.7,Premium,E,SI2,61.1,2215,3164.285714,36.25204583,SP,SP
50150,0.71,Good,E,SI2,57.8,2215,3119.71831,38.32179931,SN,SN
50151,0.71,Good,D,SI2,64.3,2215,3119.71831,34.44790047,SN,SN
50152,0.71,Premium,G,SI1,62.8,2215,3119.71831,35.27070064,Negative,Negative
50153,0.71,Premium,E,SI2,62.1,2215,3119.71831,35.66827697,Negative,Negative
50154,0.71,Premium,G,SI1,58.5,2215,3119.71831,37.86324786,Negative,Negative
50155,0.75,Premium,G,SI2,61,2216,2954.666667,36.32786885,Negative,Negative
50156,0.54,Ideal,F,VVS2,61.2,2216,4103.703704,36.20915033,SN,SN
50157,0.72,Premium,I,VS2,60.9,2216,3077.777778,36.38752053,Negative,Negative
50158,0.52,Ideal,F,VVS2,61.8,2216,4261.538462,35.85760518,SN,SN
50159,0.52,Ideal,D,VVS2,59.9,2217,4263.461538,37.01168614,SN,SN
50160,0.57,Ideal,G,VVS1,61.9,2217,3889.473684,35.81583199,Positve,Positve
50161,0.71,Very Good,J,VVS1,59.7,2218,3123.943662,37.15242881,NR,NR
50162,0.72,Very Good,G,SI2,61.9,2218,3080.555556,35.83198708,NR,NR
50163,0.71,Very Good,I,SI1,62.6,2218,3123.943662,35.4313099,SP,SP
50164,0.7,Good,H,SI1,63.7,2218,3168.571429,34.81946625,SN,SN
50165,0.7,Premium,H,VS2,60.8,2218,3168.571429,36.48026316,SN,SN
50166,0.7,Good,G,SI1,63.9,2218,3168.571429,34.71048513,Negative,Negative
50167,0.54,Ideal,F,VVS2,61.4,2218,4107.407407,36.1237785,Negative,Negative
50168,0.73,Ideal,I,SI2,62.4,2218,3038.356164,35.54487179,Negative,Negative
50169,0.71,Ideal,I,SI1,62.5,2218,3123.943662,35.488,Negative,Negative
50170,0.7,Premium,D,SI1,61.4,2218,3168.571429,36.1237785,SN,SN
50171,0.56,Premium,F,VVS1,61.1,2218,3960.714286,36.30114566,Negative,Negative
50172,0.71,Very Good,I,VS2,61.4,2219,3125.352113,36.14006515,SN,SN
50173,0.5,Very Good,F,IF,59.7,2219,4438,37.16917923,SN,SN
50174,0.51,Very Good,D,VVS2,62.4,2220,4352.941176,35.57692308,SP,SP
50175,1.03,Good,J,I1,58.2,2220,2155.339806,38.1443299,NR,NR
50176,0.52,Ideal,E,VVS2,60.9,2220,4269.230769,36.45320197,NR,NR
50177,0.55,Ideal,E,VS1,61.5,2220,4036.363636,36.09756098,NR,NR
50178,0.71,Very Good,F,SI1,62.1,2221,3128.169014,35.76489533,Negative,Negative
50179,0.7,Good,D,SI2,63.1,2221,3172.857143,35.19809826,Positive,Positive
50180,0.64,Very Good,E,VS2,60.5,2222,3471.875,36.72727273,Positve,Positve
50181,0.74,Very Good,H,SI2,62.1,2222,3002.702703,35.78099839,NR,NR
50182,0.64,Ideal,F,VS1,61.9,2222,3471.875,35.89660743,NR,NR
50183,0.64,Good,F,VS1,57.7,2222,3471.875,38.50953206,SP,SP
50184,0.66,Ideal,H,VS1,62.7,2222,3366.666667,35.43859649,SN,SN
50185,0.7,Premium,D,SI2,61.8,2222,3174.285714,35.95469256,SN,SN
50186,0.51,Very Good,F,VVS1,62.6,2223,4358.823529,35.51118211,Negative,Negative
50187,0.8,Very Good,J,SI1,61.6,2224,2780,36.1038961,Negative,Negative
50188,0.7,Very Good,E,SI2,61.8,2224,3177.142857,35.98705502,Negative,Negative
50189,0.55,Ideal,D,VS2,60.6,2224,4043.636364,36.69966997,Negative,Negative
50190,0.64,Ideal,D,VS2,60.7,2224,3475,36.63920923,SN,SN
50191,0.72,Ideal,F,SI2,62,2224,3088.888889,35.87096774,Negative,Negative
50192,0.68,Premium,E,SI1,62,2224,3270.588235,35.87096774,SN,SN
50193,0.71,Premium,H,SI2,60.5,2224,3132.394366,36.76033058,SN,SN
50194,0.71,Very Good,E,SI2,63.3,2225,3133.802817,35.15007899,Positve,Positve
50195,0.91,Good,E,I1,57.7,2225,2445.054945,38.56152513,NR,NR
50196,0.61,Ideal,E,VS2,61.7,2225,3647.540984,36.06158833,NR,NR
50197,0.52,Ideal,D,VS2,61.8,2225,4278.846154,36.00323625,SP,SP
50198,0.71,Very Good,J,VVS2,61.1,2226,3135.211268,36.43207856,SN,SN
50199,0.71,Very Good,I,VS1,62.9,2226,3135.211268,35.38950715,SN,SN
50200,0.71,Ideal,J,VVS2,60.3,2226,3135.211268,36.91542289,Negative,Negative
50201,0.9,Good,G,I1,63.6,2226,2473.333333,35,Negative,Negative
50202,0.71,Good,E,SI2,58.7,2226,3135.211268,37.92163543,Negative,Negative
50203,0.69,Very Good,D,SI1,57.6,2227,3227.536232,38.66319444,Negative,Negative
50204,0.76,Premium,H,SI1,59.8,2227,2930.263158,37.24080268,SN,SN
50205,0.8,Premium,J,SI1,60.1,2227,2783.75,37.05490849,Negative,Negative
50206,0.58,Ideal,F,VS1,62.4,2227,3839.655172,35.68910256,SN,SN
50207,0.58,Ideal,F,VS1,61.9,2227,3839.655172,35.97738288,SN,SN
50208,0.58,Ideal,F,VS1,60.3,2227,3839.655172,36.93200663,SP,SP
50209,0.75,Very Good,H,SI2,61.9,2228,2970.666667,35.99353796,NR,NR
50210,0.78,Very Good,I,SI1,63.1,2228,2856.410256,35.30903328,NR,NR
50211,0.74,Ideal,I,SI1,62,2229,3012.162162,35.9516129,NR,NR
50212,0.7,Good,E,SI2,57.5,2229,3184.285714,38.76521739,Negative,Negative
50213,0.8,Good,D,SI2,64,2229,2786.25,34.828125,Positive,Positive
50214,0.72,Good,F,SI1,63.9,2229,3095.833333,34.88262911,Positve,Positve
50215,0.7,Very Good,E,SI2,61.1,2230,3185.714286,36.49754501,NR,NR
50216,0.7,Ideal,F,SI1,61.9,2230,3185.714286,36.02584814,NR,NR
50217,0.7,Very Good,F,SI1,62.2,2230,3185.714286,35.85209003,SP,SP
50218,0.7,Ideal,F,SI1,62.2,2230,3185.714286,35.85209003,SN,SN
50219,0.7,Premium,F,SI1,61.9,2230,3185.714286,36.02584814,SN,SN
50220,0.7,Very Good,F,SI1,61.8,2230,3185.714286,36.08414239,Negative,Negative
50221,0.7,Very Good,F,SI1,61.7,2230,3185.714286,36.14262561,Negative,Negative
50222,0.7,Very Good,F,SI1,61.6,2230,3185.714286,36.2012987,Negative,Negative
50223,0.52,Ideal,E,VVS2,62,2230,4288.461538,35.96774194,Negative,Negative
50224,0.53,Ideal,E,VVS2,62,2230,4207.54717,35.96774194,SN,SN
50225,0.56,Ideal,G,VS1,61,2230,3982.142857,36.55737705,Negative,Negative
50226,0.7,Very Good,F,SI1,60.6,2231,3187.142857,36.81518152,SN,SN
50227,0.54,Ideal,F,VVS2,61,2231,4131.481481,36.57377049,SN,SN
50228,0.54,Ideal,F,VVS2,61.6,2231,4131.481481,36.21753247,Positve,Positve
50229,0.71,Premium,H,SI2,62.7,2231,3142.253521,35.58213716,NR,NR
50230,0.82,Very Good,G,SI2,63.4,2232,2721.95122,35.20504732,NR,NR
50231,0.7,Ideal,I,VS2,62.2,2232,3188.571429,35.88424437,SP,SP
50232,0.7,Ideal,I,VS2,62.5,2232,3188.571429,35.712,SN,SN
50233,0.7,Ideal,G,SI2,62.4,2232,3188.571429,35.76923077,SN,SN
50234,0.7,Ideal,G,SI2,62.6,2232,3188.571429,35.65495208,Negative,Negative
50235,0.7,Ideal,G,SI2,61.4,2232,3188.571429,36.35179153,Negative,Negative
50236,0.72,Ideal,F,SI2,62.4,2232,3100,35.76923077,Negative,Negative
50237,0.62,Premium,H,VVS1,61.9,2232,3600,36.05815832,Negative,Negative
50238,0.71,Ideal,I,VS2,62.3,2233,3145.070423,35.84269663,SN,SN
50239,0.51,Ideal,E,VS1,61.4,2233,4378.431373,36.36807818,Negative,Negative
50240,0.71,Ideal,G,SI1,60.6,2233,3145.070423,36.84818482,SN,SN
50241,0.58,Ideal,H,IF,60.2,2233,3850,37.09302326,SN,SN
50242,0.7,Very Good,G,SI1,62,2234,3191.428571,36.03225806,SP,SP
50243,0.7,Good,H,VS2,59.1,2234,3191.428571,37.80033841,NR,NR
50244,0.75,Premium,H,SI2,62.3,2234,2978.666667,35.85874799,NR,NR
50245,0.7,Premium,I,VS1,62.9,2234,3191.428571,35.51669316,NR,NR
50246,0.7,Ideal,G,SI2,61.3,2234,3191.428571,36.44371941,Negative,Negative
50247,0.7,Good,I,VS2,59.4,2234,3191.428571,37.60942761,Positive,Positive
50248,0.73,Ideal,I,SI1,62,2234,3060.273973,36.03225806,Positve,Positve
50249,0.7,Fair,I,VS1,60.2,2234,3191.428571,37.10963455,NR,NR
50250,0.7,Premium,F,SI2,59.6,2234,3191.428571,37.48322148,NR,NR
50251,0.73,Premium,H,SI2,62.5,2234,3060.273973,35.744,SP,SP
50252,0.7,Premium,F,SI2,59.5,2234,3191.428571,37.54621849,SN,SN
50253,0.7,Premium,F,SI2,58.8,2234,3191.428571,37.99319728,SN,SN
50254,0.73,Premium,I,VVS2,59.3,2234,3060.273973,37.67284992,Negative,Negative
50255,0.7,Premium,I,VS1,61.7,2234,3191.428571,36.20745543,Negative,Negative
50256,0.71,Ideal,F,SI1,63,2235,3147.887324,35.47619048,Negative,Negative
50257,0.69,Fair,G,VS1,61.2,2235,3239.130435,36.51960784,Negative,Negative
50258,0.71,Premium,D,SI2,59.7,2235,3147.887324,37.43718593,SN,SN
50259,0.56,Very Good,F,VVS2,59.5,2236,3992.857143,37.57983193,Negative,Negative
50260,0.5,Ideal,E,VVS2,61.5,2236,4472,36.35772358,SN,SN
50261,0.54,Ideal,G,VVS1,61.8,2236,4140.740741,36.18122977,SN,SN
50262,0.54,Premium,G,VVS1,60.7,2236,4140.740741,36.8369028,Positve,Positve
50263,0.54,Ideal,G,VVS1,62.2,2236,4140.740741,35.94855305,NR,NR
50264,0.61,Ideal,H,VVS1,60.3,2237,3667.213115,37.09784411,NR,NR
50265,0.7,Ideal,F,SI2,60.6,2237,3195.714286,36.91419142,SP,SP
50266,0.71,Very Good,E,SI2,62.2,2238,3152.112676,35.9807074,SN,SN
50267,0.5,Very Good,F,IF,61.4,2238,4476,36.4495114,SN,SN
50268,0.52,Ideal,G,VVS2,61.7,2238,4303.846154,36.27228525,Negative,Negative
50269,0.55,Very Good,E,VVS2,60.8,2238,4069.090909,36.80921053,Negative,Negative
50270,0.74,Premium,G,SI2,62.7,2238,3024.324324,35.6937799,Negative,Negative
50271,0.64,Ideal,E,VS2,62,2238,3496.875,36.09677419,Negative,Negative
50272,0.58,Premium,F,VVS2,62.6,2238,3858.62069,35.75079872,SN,SN
50273,0.7,Very Good,E,SI1,62.8,2239,3198.571429,35.65286624,Negative,Negative
50274,0.7,Very Good,E,SI1,62.6,2239,3198.571429,35.76677316,SN,SN
50275,0.7,Good,E,SI1,61.9,2239,3198.571429,36.17124394,SN,SN
50276,0.7,Good,E,SI1,62.7,2239,3198.571429,35.70972887,SP,SP
50277,0.7,Very Good,E,SI1,61.5,2239,3198.571429,36.40650407,NR,NR
50278,0.7,Very Good,E,SI1,58.7,2239,3198.571429,38.14310051,NR,NR
50279,0.7,Very Good,E,SI1,60.3,2239,3198.571429,37.13101161,NR,NR
50280,0.97,Ideal,I,I1,61.6,2239,2308.247423,36.3474026,Negative,Negative
50281,0.3,Very Good,G,VS2,62.1,541,1803.333333,8.711755233,Positive,Positive
50282,0.3,Very Good,H,VS1,61.9,541,1803.333333,8.739903069,Positve,Positve
50283,0.3,Very Good,H,VS1,62.3,541,1803.333333,8.683788122,NR,NR
50284,0.37,Very Good,E,SI2,61.9,541,1462.162162,8.739903069,NR,NR
50285,0.35,Ideal,H,SI1,61.9,541,1545.714286,8.739903069,SP,SP
50286,0.31,Ideal,D,SI1,62.3,541,1745.16129,8.683788122,SN,SN
50287,0.31,Ideal,D,SI1,61.7,541,1745.16129,8.768233387,SN,SN
50288,0.36,Premium,J,SI1,61.3,541,1502.777778,8.825448613,Negative,Negative
50289,0.31,Very Good,G,VS1,62.7,542,1748.387097,8.644338118,Negative,Negative
50290,0.3,Ideal,H,VVS2,61.9,542,1806.666667,8.756058158,Negative,Negative
50291,0.31,Ideal,E,SI1,61.8,542,1748.387097,8.770226537,Negative,Negative
50292,0.31,Premium,G,VS1,62.1,542,1748.387097,8.727858293,SN,SN
50293,0.31,Ideal,G,VS1,62.7,542,1748.387097,8.644338118,Negative,Negative
50294,0.31,Very Good,G,VS1,60.4,542,1748.387097,8.973509934,SN,SN
50295,0.31,Ideal,G,VS1,61.9,542,1748.387097,8.756058158,SN,SN
50296,0.23,Ideal,E,VS2,62.6,543,2360.869565,8.674121406,Positve,Positve
50297,0.27,Very Good,F,VVS2,62.5,544,2014.814815,8.704,NR,NR
50298,0.27,Very Good,E,VVS2,60.5,544,2014.814815,8.991735537,NR,NR
50299,0.28,Very Good,E,VVS2,62,544,1942.857143,8.774193548,SP,SP
50300,0.32,Very Good,J,VVS1,60.2,544,1700,9.03654485,SN,SN
50301,0.27,Very Good,F,VVS1,59.7,544,2014.814815,9.112227806,SN,SN
50302,0.27,Very Good,E,VVS1,60,544,2014.814815,9.066666667,Negative,Negative
50303,0.27,Very Good,D,VVS1,61,544,2014.814815,8.918032787,Negative,Negative
50304,0.32,Very Good,G,VS2,62.3,544,1700,8.731942215,Negative,Negative
50305,0.33,Very Good,F,SI1,61.2,544,1648.484848,8.888888889,Negative,Negative
50306,0.31,Ideal,I,VS1,61.7,544,1754.83871,8.816855754,SN,SN
50307,0.31,Ideal,H,VS1,62,544,1754.83871,8.774193548,Negative,Negative
50308,0.31,Premium,H,VS1,62.6,544,1754.83871,8.690095847,SN,SN
50309,0.31,Ideal,E,SI1,62.4,544,1754.83871,8.717948718,SN,SN
50310,0.31,Very Good,E,SI1,59.1,544,1754.83871,9.204737733,SP,SP
50311,0.7,Good,E,SI2,57.8,2239,3198.571429,38.73702422,NR,NR
50312,0.7,Premium,F,SI1,59.4,2239,3198.571429,37.69360269,NR,NR
50313,0.7,Premium,F,SI1,61.2,2239,3198.571429,36.58496732,NR,NR
50314,0.71,Good,I,VS1,59.1,2239,3153.521127,37.88494078,Negative,Negative
50315,0.7,Premium,D,SI2,63,2239,3198.571429,35.53968254,Positive,Positive
50316,0.7,Ideal,E,SI2,61.2,2239,3198.571429,36.58496732,Positve,Positve
50317,1.06,Fair,I,I1,64.5,2239,2112.264151,34.71317829,NR,NR
50318,0.71,Very Good,G,SI1,63.1,2240,3154.929577,35.49920761,NR,NR
50319,0.78,Ideal,G,SI2,61.9,2240,2871.794872,36.18739903,SP,SP
50320,0.7,Ideal,I,VS2,62,2240,3200,36.12903226,SN,SN
50321,0.7,Ideal,I,VS2,61.9,2240,3200,36.18739903,SN,SN
50322,0.7,Ideal,I,VS2,62.1,2240,3200,36.07085346,Negative,Negative
50323,0.7,Ideal,H,SI1,61.4,2240,3200,36.48208469,Negative,Negative
50324,0.71,Good,G,SI1,64.1,2240,3154.929577,34.94539782,Negative,Negative
50325,0.65,Very Good,F,VS2,64,2241,3447.692308,35.015625,Negative,Negative
50326,0.63,Very Good,G,VS1,59.9,2241,3557.142857,37.41235392,SN,SN
50327,0.58,Ideal,E,VS1,60.8,2241,3863.793103,36.85855263,Negative,Negative
50328,0.7,Fair,E,SI1,66.7,2241,3201.428571,33.5982009,SN,SN
50329,0.72,Ideal,F,SI2,62.1,2241,3112.5,36.08695652,SN,SN
50330,0.65,Good,G,VS1,60,2241,3447.692308,37.35,Positve,Positve
50331,0.83,Ideal,J,VS2,61.5,2241,2700,36.43902439,NR,NR
50332,0.83,Premium,J,SI2,59.1,2241,2700,37.91878173,NR,NR
50333,0.7,Very Good,D,SI1,64,2242,3202.857143,35.03125,SP,SP
50334,0.61,Ideal,G,VVS2,61.6,2242,3675.409836,36.3961039,SN,SN
50335,0.55,Ideal,F,VVS2,62.4,2242,4076.363636,35.92948718,SN,SN
50336,0.65,Ideal,G,VS1,60.6,2242,3449.230769,36.99669967,Negative,Negative
50337,0.7,Good,D,SI2,58.3,2242,3202.857143,38.45626072,Negative,Negative
50338,0.7,Good,F,SI1,63.7,2242,3202.857143,35.19623234,Negative,Negative
50339,0.61,Very Good,E,VS1,61.1,2243,3677.04918,36.71031097,Negative,Negative
50340,0.64,Premium,D,VS2,60.9,2243,3504.6875,36.83087028,SN,SN
50341,0.5,Ideal,D,VS2,61.1,2243,4486,36.71031097,Negative,Negative
50342,0.62,Ideal,D,VS2,61.2,2243,3617.741935,36.6503268,SN,SN
50343,0.58,Good,E,VVS1,61.9,2243,3867.241379,36.2358643,SN,SN
50344,0.67,Good,F,VS1,64.4,2244,3349.253731,34.8447205,SP,SP
50345,0.85,Good,G,SI1,64.2,2244,2640,34.95327103,NR,NR
50346,0.7,Premium,H,VS1,60.5,2245,3207.142857,37.10743802,NR,NR
50347,0.58,Ideal,G,VVS2,61.9,2245,3870.689655,36.26817447,NR,NR
50348,0.58,Ideal,F,VS1,60.4,2245,3870.689655,37.16887417,Negative,Negative
50349,0.9,Very Good,E,I1,62.4,2245,2494.444444,35.9775641,Positive,Positive
50350,0.52,Ideal,F,VS2,62.3,2246,4319.230769,36.05136437,Positve,Positve
50351,0.52,Premium,H,VVS2,61.1,2246,4319.230769,36.7594108,NR,NR
50352,0.8,Good,G,SI2,64.2,2246,2807.5,34.98442368,NR,NR
50353,0.71,Very Good,H,SI1,62.9,2246,3163.380282,35.70747218,SP,SP
50354,0.73,Premium,I,VS2,59.7,2246,3076.712329,37.62144054,SN,SN
50355,0.8,Fair,G,SI2,61.2,2246,2807.5,36.69934641,SN,SN
50356,0.61,Ideal,F,VS1,61.9,2246,3681.967213,36.28432956,Negative,Negative
50357,0.72,Very Good,G,SI2,63.3,2246,3119.444444,35.48183254,Negative,Negative
50358,0.78,Ideal,G,SI2,61.7,2246,2879.487179,36.40194489,Negative,Negative
50359,0.72,Premium,G,SI1,60.6,2246,3119.444444,37.06270627,Negative,Negative
50360,0.72,Premium,G,SI1,60.6,2246,3119.444444,37.06270627,SN,SN
50361,0.72,Very Good,F,SI2,63.1,2246,3119.444444,35.59429477,Negative,Negative
50362,0.77,Premium,F,SI2,61.6,2247,2918.181818,36.47727273,SN,SN
50363,0.53,Ideal,G,IF,61.8,2247,4239.622642,36.3592233,SN,SN
50364,0.53,Ideal,G,IF,61.4,2247,4239.622642,36.59609121,Positve,Positve
50365,0.53,Ideal,G,IF,61.9,2247,4239.622642,36.30048465,NR,NR
50366,0.7,Good,D,SI2,63.6,2247,3210,35.33018868,NR,NR
50367,0.61,Ideal,E,VS2,61.9,2248,3685.245902,36.31663974,SP,SP
50368,0.75,Ideal,F,SI2,59.2,2248,2997.333333,37.97297297,SN,SN
50369,0.71,Premium,H,VS2,62,2249,3167.605634,36.27419355,SN,SN
50370,0.72,Ideal,J,VVS1,62.5,2249,3123.611111,35.984,Negative,Negative
50371,0.7,Ideal,I,VS2,61.2,2249,3212.857143,36.74836601,Negative,Negative
50372,0.71,Premium,D,SI1,58.1,2249,3167.605634,38.7091222,Negative,Negative
50373,0.7,Very Good,F,SI1,62.8,2250,3214.285714,35.82802548,Negative,Negative
50374,0.53,Ideal,G,VVS2,61.4,2250,4245.283019,36.64495114,SN,SN
50375,0.7,Very Good,F,VS2,61.1,2250,3214.285714,36.82487725,Negative,Negative
50376,0.53,Ideal,E,VVS2,62.5,2250,4245.283019,36,SN,SN
50377,0.6,Ideal,H,VS1,61.3,2250,3750,36.70473083,SN,SN
50378,0.44,Good,D,VVS1,59.2,2250,5113.636364,38.00675676,SP,SP
50379,0.75,Premium,G,SI2,63,2250,3000,35.71428571,NR,NR
50380,0.7,Fair,G,VS1,68.5,2250,3214.285714,32.84671533,NR,NR
50381,0.7,Very Good,F,VS2,63.5,2250,3214.285714,35.43307087,NR,NR
50382,0.75,Good,J,SI1,63.9,2250,3000,35.21126761,Negative,Negative
50383,0.55,Very Good,D,VS1,59.5,2251,4092.727273,37.83193277,Positive,Positive
50384,0.7,Premium,H,VS2,61,2251,3215.714286,36.90163934,Positve,Positve
50385,0.52,Ideal,F,VVS1,59.8,2251,4328.846154,37.64214047,NR,NR
50386,0.52,Ideal,F,VVS1,61.9,2251,4328.846154,36.36510501,NR,NR
50387,0.55,Ideal,D,VS1,61.3,2251,4092.727273,36.72104405,SP,SP
50388,0.71,Good,G,SI1,62.3,2251,3170.422535,36.13162119,SN,SN
50389,0.61,Premium,D,VS2,62.3,2251,3690.163934,36.13162119,SN,SN
50390,0.78,Very Good,H,SI2,61.8,2252,2887.179487,36.44012945,Negative,Negative
50391,0.72,Very Good,E,SI2,62.3,2252,3127.777778,36.14767255,Negative,Negative
50392,0.72,Ideal,H,SI2,60.8,2252,3127.777778,37.03947368,Negative,Negative
50393,0.76,Ideal,F,SI2,61.6,2253,2964.473684,36.57467532,Negative,Negative
50394,0.7,Good,H,VS2,61.4,2253,3218.571429,36.69381107,SN,SN
50395,0.52,Very Good,E,VVS2,61.2,2254,4334.615385,36.83006536,Negative,Negative
50396,0.59,Very Good,D,VS1,62.6,2254,3820.338983,36.00638978,SN,SN
50397,0.72,Good,D,SI2,64.1,2254,3130.555556,35.16380655,SN,SN
50398,0.52,Ideal,G,VS2,62,2255,4336.538462,36.37096774,Positve,Positve
50399,0.73,Ideal,F,SI2,61.5,2255,3089.041096,36.66666667,NR,NR
50400,0.73,Ideal,F,SI2,60.5,2255,3089.041096,37.27272727,NR,NR
50401,0.71,Ideal,I,SI1,61.4,2255,3176.056338,36.72638436,SP,SP
50402,0.71,Ideal,I,SI1,61.7,2255,3176.056338,36.54781199,SN,SN
50403,0.59,Very Good,G,VVS1,61.5,2256,3823.728814,36.68292683,SN,SN
50404,0.71,Very Good,E,SI2,61.9,2256,3177.464789,36.44588045,Negative,Negative
50405,0.58,Ideal,G,VVS1,61.3,2256,3889.655172,36.80261011,Negative,Negative
50406,0.73,Premium,E,SI2,62.2,2256,3090.410959,36.27009646,Negative,Negative
50407,0.57,Ideal,E,SI1,61.9,2257,3959.649123,36.46203554,Negative,Negative
50408,0.7,Very Good,E,SI2,62,2257,3224.285714,36.40322581,SN,SN
50409,0.77,Ideal,J,VS2,62.5,2257,2931.168831,36.112,Negative,Negative
50410,0.77,Ideal,J,SI1,62,2257,2931.168831,36.40322581,SN,SN
50411,1.01,Premium,F,I1,62.6,2257,2234.653465,36.0543131,SN,SN
50412,0.71,Ideal,E,SI1,61.6,2258,3180.28169,36.65584416,SP,SP
50413,0.73,Ideal,J,VS2,62,2258,3093.150685,36.41935484,NR,NR
50414,0.71,Good,G,VS2,64.1,2258,3180.28169,35.22620905,NR,NR
50415,0.71,Good,F,SI1,64.3,2258,3180.28169,35.11664075,NR,NR
50416,0.67,Good,D,SI1,63.8,2258,3370.149254,35.39184953,Negative,Negative
50417,0.71,Ideal,H,SI2,59.4,2258,3180.28169,38.01346801,Positive,Positive
50418,0.71,Very Good,H,SI1,60.1,2258,3180.28169,37.57071547,Positve,Positve
50419,0.71,Very Good,H,SI2,63.2,2259,3181.690141,35.74367089,NR,NR
50420,0.53,Ideal,F,VVS2,61,2259,4262.264151,37.03278689,NR,NR
50421,0.55,Ideal,F,VVS2,60.7,2259,4107.272727,37.21581549,SP,SP
50422,0.57,Ideal,G,VVS1,62,2259,3963.157895,36.43548387,SN,SN
50423,0.7,Ideal,F,SI2,62,2259,3227.142857,36.43548387,SN,SN
50424,0.83,Very Good,G,SI2,63.1,2259,2721.686747,35.80031696,Negative,Negative
50425,0.5,Very Good,G,VVS2,60,2260,4520,37.66666667,Negative,Negative
50426,1.07,Premium,I,I1,59.8,2260,2112.149533,37.79264214,Negative,Negative
50427,0.56,Ideal,F,VVS2,62.2,2260,4035.714286,36.33440514,Negative,Negative
50428,0.62,Ideal,E,VS2,61.9,2260,3645.16129,36.51050081,SN,SN
50429,0.73,Ideal,H,SI2,61.6,2260,3095.890411,36.68831169,Negative,Negative
50430,0.74,Very Good,F,SI2,63.1,2261,3055.405405,35.83201268,SN,SN
50431,0.74,Very Good,G,SI2,62.8,2262,3056.756757,36.01910828,SN,SN
50432,0.71,Ideal,F,SI1,62.5,2262,3185.915493,36.192,Positve,Positve
50433,0.71,Ideal,D,SI2,60.2,2262,3185.915493,37.57475083,NR,NR
50434,0.71,Premium,F,SI1,60.3,2262,3185.915493,37.51243781,NR,NR
50435,0.77,Very Good,I,VS2,63.4,2262,2937.662338,35.67823344,SP,SP
50436,0.76,Premium,J,VS1,61.1,2262,2976.315789,37.0212766,SN,SN
50437,0.77,Good,H,SI2,58.6,2262,2937.662338,38.60068259,SN,SN
50438,0.72,Premium,I,SI1,61.5,2262,3141.666667,36.7804878,Negative,Negative
50439,0.7,Very Good,E,SI2,62,2263,3232.857143,36.5,Negative,Negative
50440,0.7,Very Good,E,SI2,61.5,2263,3232.857143,36.79674797,Negative,Negative
50441,0.7,Very Good,E,SI2,59.8,2263,3232.857143,37.84280936,Negative,Negative
50442,0.7,Very Good,E,SI2,62.6,2263,3232.857143,36.15015974,SN,SN
50443,0.8,Very Good,H,SI2,59.7,2263,2828.75,37.90619765,Negative,Negative
50444,0.58,Ideal,F,VVS2,61.8,2263,3901.724138,36.61812298,SN,SN
50445,0.53,Ideal,E,VVS2,61.9,2263,4269.811321,36.55896607,SN,SN
50446,0.6,Ideal,D,SI1,61.4,2263,3771.666667,36.85667752,SP,SP
50447,0.6,Ideal,D,SI1,61.7,2263,3771.666667,36.67747164,NR,NR
50448,0.7,Very Good,F,SI1,63.3,2264,3234.285714,35.76619273,NR,NR
50449,0.7,Very Good,F,SI1,63.5,2264,3234.285714,35.65354331,NR,NR
50450,0.7,Very Good,F,SI1,63.4,2264,3234.285714,35.70977918,Negative,Negative
50451,0.7,Very Good,F,SI1,61.1,2264,3234.285714,37.05400982,Positive,Positive
50452,0.7,Ideal,F,SI1,59.9,2264,3234.285714,37.79632721,Positve,Positve
50453,0.7,Premium,F,SI1,60.5,2264,3234.285714,37.4214876,NR,NR
50454,0.71,Ideal,G,SI2,61.5,2264,3188.732394,36.81300813,NR,NR
50455,0.71,Ideal,G,SI2,61.1,2264,3188.732394,37.05400982,SP,SP
50456,0.7,Good,D,SI2,63.3,2264,3234.285714,35.76619273,SN,SN
50457,0.77,Good,I,SI1,62.3,2264,2940.25974,36.34028892,SN,SN
50458,0.7,Good,F,SI1,58.7,2264,3234.285714,38.56899489,Negative,Negative
50459,0.7,Premium,J,IF,60.5,2264,3234.285714,37.4214876,Negative,Negative
